tabla,id,operacion_propuesta,valor_actual,valor_correcto,motivo,fuente
focalizacion_final,616,"UPDATE municipio_id, municipio_texto",729|PUERTO LÓPEZ,1054|URIBE,"La fila XLSX 618 indica URIBE, pero la fila final quedo asociada a PUERTO LÓPEZ.",data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_final,617,"UPDATE municipio_id, municipio_texto",729|PUERTO LÓPEZ,1054|URIBE,"La fila XLSX 619 indica URIBE, pero la fila final quedo asociada a PUERTO LÓPEZ.",data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_final,618,"UPDATE municipio_id, municipio_texto",729|PUERTO LÓPEZ,1054|URIBE,"La fila XLSX 620 indica URIBE, pero la fila final quedo asociada a PUERTO LÓPEZ.",data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_final,619,"UPDATE municipio_id, municipio_texto",729|PUERTO LÓPEZ,1054|URIBE,"La fila XLSX 621 indica URIBE, pero la fila final quedo asociada a PUERTO LÓPEZ.",data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,194,UPDATE municipio_id,268|CUMARAL,87|BARRANCA DE UPÍA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,195,UPDATE municipio_id,268|CUMARAL,87|BARRANCA DE UPÍA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,196,UPDATE municipio_id,268|CUMARAL,87|BARRANCA DE UPÍA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,197,UPDATE municipio_id,268|CUMARAL,87|BARRANCA DE UPÍA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,252,UPDATE municipio_id,861|SAN LUIS DE CUBARRAL,304|EL DORADO,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,253,UPDATE municipio_id,861|SAN LUIS DE CUBARRAL,304|EL DORADO,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,254,UPDATE municipio_id,861|SAN LUIS DE CUBARRAL,304|EL DORADO,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,255,UPDATE municipio_id,861|SAN LUIS DE CUBARRAL,304|EL DORADO,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,398,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,399,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,400,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,402,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,404,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,405,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,406,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,407,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,408,UPDATE municipio_id,477|LA MACARENA,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,567,UPDATE municipio_id,728|PUERTO LLERAS,722|PUERTO CONCORDIA,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,593,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,594,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,595,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,596,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,597,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,598,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,599,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,600,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,601,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,602,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,603,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,604,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
focalizacion_vigencias,605,UPDATE municipio_id,728|PUERTO LLERAS,1054|URIBE,La vigencia activa alimenta focalizacion_final y debe quedar alineada con la fila oficial del XLSX.,data/focalizacion-agosto-2026.xlsx (6f55c28567d7dd2f9f92182f90f89398f3769b00dbcfbedac19c8ec604422719)
